id,eng_title,rom_title,status,start_date,scored_10_count,scored_20_count,scored_30_count,scored_40_count,scored_50_count,scored_60_count,scored_70_count,scored_80_count,scored_90_count,scored_100_count,status_CURRENT_count,status_PLANNING_count,status_COMPLETED_count,status_DROPPED_count,status_PAUSED_count,favorites,source,Romance,country,School,Shoujo,Bullying,Female Protagonist,Archery,Heterosexual,end_date,Total_Main_Roles,Total_Supporting_Roles,Female_Supporting_Roles,Action,Horror,Supernatural,Vampire,Werewolf,Male Protagonist,Primarily Male Cast,Guns,Shounen,Foreign,Historical,War,relation_ADAPTATION,relationmedia_ANIME,relation_SEQUEL,relationmedia_MANGA,Fantasy,Slice of Life,Monster Girl,Centaur,Primarily Female Cast,Politics,Seinen,Satire,Kemonomimi,Terrorism,Nekomimi,Youkai,LGBTQ+ Themes,Yuri,Mythology,Aliens,Gore,Slavery,Nudity,Shrine Maiden,Urban Fantasy,Cute Girls Doing Cute Things,Female_Main_Roles,Comedy,Drama,Gyaru,Reincarnation,Magic,Dragons,Time Skip,Full Color,Sci-Fi,Crossdressing,Super Power,Gender Bending,Post-Apocalyptic,Time Manipulation,Robots,relation_SIDE_STORY,relation_PREQUEL,Afterlife,Swordplay,Ghost,relation_ALTERNATIVE,Total_Background_Roles,Boys' Love,Primarily Teen Cast,Tsundere,Love Triangle,Adventure,Mystery,Alchemy,relation_PARENT,Adoption,Hikikomori,relation_OTHER,Music,Josei,Primarily Adult Cast,Work,Musical,Cult,Detective,Food,Outdoor,Age Gap,Educational,relation_CHARACTER,Anthology,Iyashikei,Kuudere,Marriage,Primarily Child Cast,Suicide,Teacher,4-koma,Achronological Order,Chibi,Delinquents,Virtual World,Video Games,Age Regression,Necromancy,Disability,Elf,Episodic,relation_SPIN_OFF,Coming of Age,Demons,Yandere,Religion,Monster Boy,Tragedy,Twins,Shapeshifting,Maids,Arranged Marriage,Estranged Family,Found Family,Travel,Male Harem,Isekai,Otaku Culture,Gods,Female Harem,Ecchi,Martial Arts,Crossover,Alternate Universe,Artificial Intelligence,Tanned Skin,Skeleton,Autobiographical,Language Barrier,Slapstick,Surreal Comedy,Psychological,Writing,Samurai,Anthropomorphism,Kaiju,Office Lady,Family Life,Anti-Hero,Witch,School Club,Ensemble Cast,Revenge,Mecha,Ninja,Henshin,Mermaid,Animals,Survival,Idol,Military,Tanks,Bisexual,Acting,Zombie,Urban,Mafia,Sports,Baseball,Amnesia,Fairy Tale,Body Horror,Meta,Medicine,Dancing,Assassins,Memory Manipulation,Motorcycles,Cosplay,Parody,Bar,Angels,Thriller,Photography,Tomboy,Crime,Prison,Oiran,Orphan,Aviation,Rural,Royal Affairs,Villainess,College,Conspiracy,Desert,Mahou Shoujo,Criminal Organization,Philosophy,Dissociative Identities,E-Sports,Polyamorous,Wuxia,Cannibalism,Butler,Fugitive,POV,Ojou-sama,No Dialogue,Fairy,Cosmic Horror,Drugs,Drawing,Clone,Goblin,Femboy,Super Robot,Space Opera,Tokusatsu,Lost Civilization,Transgender,Coastal,Wrestling,Dungeon,Football,Fashion,Espionage,Swimming,Succubus,Classic Literature,Anachronism,Body Swapping,Economics,Surfing,Death Game,Yakuza,Snowscape,Cultivation,Gangs,Superhero,Torture,Space,Astronomy,Environmental,Card Battle,Police,Makeup,Battle Royale,Gambling,Agriculture,Calligraphy,Asexual,Unrequited Love,Dystopian,Cars,Fishing,Band,Cute Boys Doing Cute Things,Office,Software Development,Real Robot,Athletics,Boarding School,Rehabilitation,Cyborg,Ships,Agender,Pirates,Boxing,Denpa,Tennis,Shogi,Volleyball,Konbini,Scuba Diving,Judo,Pandemic,Biographical,Chuunibyou,Basketball,Teens' Love,Steampunk,Vikings,Proxy Battle,Trains,Class Struggle,Cyberpunk,Mixed Gender Harem,Mountaineering,Mopeds,Noir,Mahjong,Homeless,VTuber,Kids,Cycling,Board Game,Primarily Animal Cast,Ice Skating,Golf,Fitness,Spearplay,Triads,Ero Guro,Nun,Augmented Reality,Veterinarian,Time Loop,Badminton,Dullahan,Non-fiction,Matriarchy,Fencing,Dinosaurs,Circus,Airsoft,Acrobatics,Poker,Filmmaking,Table Tennis,Kingdom Management,Inn,Chimera,Advertisement,Horticulture,Natural Disaster,Puppetry,Rakugo,Sumo,Go,American Football,Skateboarding,Cheerleading,Ancient China,Achromatic,CGI,Parkour,Firefighters,Karuta,Rugby,start_date_days,end_date_days
67707,Your Lie in April,Shigatsu wa Kimi no Uso,FINISHED,2011-04-06,51.0,20.0,49.0,89.0,141,270,674,1339,1819,1442,1489,7064,8186,355,579,648,ORIGINAL,1.0,JP,83.0,,,,,80.0,2015-02-06,4.0,8.0,6.0,,,,,,67.0,,,60.0,,,,1.0,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,60.0,,76.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22375,23777.0
136331,The Return of the 8th Class Mage,8-Class Mabeopsaui Hoegwi,FINISHED,2021-07-02,20.0,14.0,55.0,84.0,271,496,1400,1680,1226,519,6456,2643,7201,691,696,528,OTHER,,KR,,,,,,20.0,2022-12-25,1.0,6.0,2.0,1.0,,,,,80.0,,,,,,,,,,,1.0,,,,,88.0,,,,,,,,,,,,,,,,,,,,,,86.0,33.0,60.0,82.0,,,,,,80.0,,,,,35.0,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26115,26656.0
30894,Rosario+Vampire,Rosario to Vampire,FINISHED,2004-07-06,51.0,72.0,140.0,257.0,470,928,1841,1764,884,479,1460,5766,9213,698,579,418,ORIGINAL,1.0,JP,60.0,,,,,46.0,2007-05-06,6.0,19.0,2.0,1.0,,,96.0,,79.0,,,73.0,,,,2.0,1.0,1.0,3.0,1.0,,93.0,,,,,,,,,,,,60.0,,20.0,,,,20.0,,5.0,1.0,,,,79.0,,,,,,,,,,,,,,,,1.0,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,70.0,,,,40.0,,,,,,,,,,,,85.0,1.0,,,,,,,,,,,,,,,,,,,70.0,60.0,,,,,,20.0,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19910,20944.0
96834,Arifureta: From Commonplace to World’s Strongest,Arifureta Shokugyou de Sekai Saikyou,RELEASING,2016-02-06,93.0,81.0,152.0,236.0,414,659,1121,975,665,372,11092,3232,298,1837,1322,483,LIGHT_NOVEL,,JP,,,60.0,,,79.0,,5.0,4.0,2.0,1.0,,,70.0,,82.0,,79.0,53.0,,,,1.0,6.0,,1.0,1.0,,,,,,,,60.0,,,,,,,,20.0,20.0,,,,,2.0,,,,,83.0,20.0,,,,,,,,,,,,,20.0,,6.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,92.0,,,78.0,,,,10.0,,,,,,,,1.0,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24142,
135325,The Lazy Lord Masters the Sword,"Natae Gongja, Nolyeog Cheonjae Doeda",RELEASING,2021-05-21,12.0,7.0,37.0,51.0,142,254,821,1285,1127,531,13200,2468,218,716,1203,736,OTHER,,KR,,,,,,40.0,,1.0,4.0,,1.0,,,,,75.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,52.0,,30.0,94.0,,,,,,,,,,,87.0,,,,,,,,1.0,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,79.0,,,,,,20.0,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26073,
117324,,Nan Hao Shang Feng,RELEASING,2019-01-20,16.0,5.0,9.0,29.0,72,127,484,1038,1550,1135,10611,5146,459,452,1162,1163,ORIGINAL,,CN,73.0,,,,,,,2.0,,,,,,,,100.0,90.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,89.0,,16.0,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,71.0,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25221,
30043,Eyeshield 21,Eyeshield 21,FINISHED,2002-07-23,23.0,5.0,22.0,27.0,96,217,662,1429,1599,962,1727,8219,6622,407,877,1029,ORIGINAL,,JP,,,,,,,2009-06-15,6.0,19.0,,,,,,,76.0,65.0,66.0,92.0,,,,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,60.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,19196,21715.0
150440,RuriDragon,Ruri Dragon,RELEASING,2022-06-13,12.0,2.0,17.0,31.0,138,288,791,1125,766,309,10552,4951,332,423,1620,533,ORIGINAL,,JP,88.0,,,90.0,,,,1.0,4.0,3.0,,,1.0,,,,,,73.0,,,,,,,1.0,,1.0,92.0,,80.0,,,,,,,,,,,,,,,,85.0,79.0,1.0,1.0,,,,,86.0,,,,,71.0,,,,,,,,,,1.0,4.0,,72.0,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26461,
60079,Sound of Magic,Annarasumanara,FINISHED,2010-07-28,19.0,13.0,46.0,84.0,195,427,1027,1706,1747,1022,774,8258,8411,198,248,754,ORIGINAL,,KR,73.0,,57.0,75.0,,,2010-12-31,3.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,88.0,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,22123,22279.0
85155,The Gamer,The Gamer,FINISHED,2013-09-09,97.0,70.0,156.0,226.0,475,626,1098,894,767,399,9878,2837,456,2897,1893,534,ORIGINAL,,KR,38.0,,,,,,2024-05-02,1.0,9.0,,1.0,,,,,81.0,,,,,,,,,,,1.0,,,,,46.0,,,,,,,,,,,,,,,77.0,,,,,,,,,,86.0,,,92.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,94.0,,,,,,,,53.0,,,,,,,,,,,,,,,60.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23262,27150.0
115000,Unholy Blood,White Blood,FINISHED,2020-01-15,18.0,18.0,25.0,45.0,140,270,763,1203,1485,1036,3902,6295,6270,658,868,1010,ORIGINAL,1.0,KR,,,50.0,89.0,,73.0,2021-09-22,2.0,15.0,,1.0,,1.0,96.0,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,56.0,,,,79.0,,1.0,,1.0,,,,,30.0,85.0,,,79.0,,,,,,,,,,,,,,,,,,,,60.0,,,,,75.0,,,,74.0,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,,80.0,,,,,,,,48.0,,,,,,,,86.0,,,,,,,,33.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25581,26197.0
38157,Kamisama Kiss,Kamisama Hajimemashita,FINISHED,2008-02-20,13.0,4.0,14.0,34.0,121,200,601,1137,1520,1367,2659,7296,6494,482,1108,1262,ORIGINAL,1.0,JP,53.0,97.0,,95.0,,40.0,2016-05-20,2.0,23.0,4.0,,,1.0,,,,,,,,40.0,,4.0,4.0,1.0,3.0,1.0,,,,,,,,84.0,,,77.0,,,,,,,,,66.0,,1.0,1.0,,,,,,,,,,,,,48.0,,2.0,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,79.0,79.0,50.0,,60.0,,,,,,,60.0,,40.0,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21234,24246.0
119276,The Advanced Player of the Tutorial Tower,Tutorial Tabui Goinmul,RELEASING,2020-04-28,43.0,41.0,94.0,154.0,349,595,1102,979,727,275,11946,2515,241,1961,1576,468,OTHER,,KR,,,,,,,,1.0,10.0,5.0,1.0,,,,,82.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,60.0,,,83.0,,,60.0,,,40.0,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,60.0,60.0,,60.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25685,
105641,The Girl I Like Forgot Her Glasses,Suki na Ko ga Megane wo Wasureta,FINISHED,2018-11-22,20.0,5.0,32.0,44.0,142,271,789,1200,1054,634,7979,6526,2252,619,864,824,ORIGINAL,1.0,JP,81.0,,,,,96.0,2024-04-22,2.0,7.0,4.0,,,,,,74.0,,,79.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,84.0,60.0,,56.0,,,,,,,,,,,80.0,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25162,27140.0
121991,Viral Hit,Ssaumdokak,FINISHED,2019-11-16,43.0,19.0,44.0,37.0,143,261,720,1192,1335,748,9800,4747,1328,993,1392,1159,ORIGINAL,,KR,63.0,,84.0,,,34.0,2024-01-27,3.0,15.0,3.0,1.0,,,,,,,,,,,,1.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,68.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,92.0,,,,,,,,,73.0,,,,,53.0,,,,,,,,,,,,37.0,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25521,27054.0
52651,,The Breaker: New Waves,FINISHED,2010-10-08,35.0,17.0,45.0,83.0,185,407,1061,2041,2307,1347,2116,5074,10270,354,499,803,ORIGINAL,1.0,KR,20.0,,,,,,2015-05-08,4.0,19.0,,1.0,,,,,55.0,,,,,,,,,1.0,2.0,,,,,,,,,,50.0,,,,,,,20.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,94.0,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22195,23868.0
117540,Beware the Villainess!,Geu Angnyeoreul Josimhaseyo!,FINISHED,2020-04-13,38.0,21.0,67.0,76.0,254,377,1000,1427,1578,1097,6271,4112,5813,1130,1149,1086,OTHER,1.0,KR,,,,98.0,,79.0,2022-10-10,3.0,7.0,2.0,,,,,73.0,,,,,,60.0,,,,,,1.0,,,,,,,,72.0,,,,40.0,43.0,,,,,,,,,2.0,1.0,1.0,,93.0,70.0,,,92.0,,,,,,,,,,,68.0,,,,,,,55.0,,,,,20.0,,,,,72.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,40.0,,66.0,,,,,66.0,83.0,,20.0,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,80.0,,,,,,,73.0,,,,,,,,,,,,20.0,98.0,,,,,,,,,,,,70.0,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25670,26580.0
101724,Uzaki-chan Wants to Hang Out!,Uzaki-chan wa Asobitai!,RELEASING,2017-12-04,62.0,43.0,101.0,143.0,334,584,1234,1281,716,352,11189,4775,315,1213,1015,559,ORIGINAL,1.0,JP,,,36.0,60.0,,70.0,,2.0,8.0,4.0,,,,,,68.0,,,,,,,2.0,2.0,,2.0,,1.0,,,,,80.0,,,,,,,,,,,,36.0,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,87.0,,,,,,,,,,,82.0,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,60.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,76.0,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24809,
33438,,PSYЯEN,FINISHED,2007-12-03,22.0,12.0,54.0,92.0,243,478,1216,1635,1085,393,1443,8970,6830,591,710,411,ORIGINAL,1.0,JP,,,,,,79.0,2010-11-29,5.0,20.0,,1.0,,,,,73.0,,,100.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,1.0,,80.0,,74.0,70.0,,1.0,,,,,,,,,,,1.0,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21155,22247.0
138072,,JoJo no Kimyou na Bouken: The JOJOLands,RELEASING,2023-02-17,13.0,6.0,12.0,10.0,52,80,294,578,692,522,10646,6698,132,151,925,606,ORIGINAL,,JP,,,,,,,,4.0,4.0,2.0,1.0,,1.0,,,90.0,,,,79.0,,,,,,1.0,,,,,,,90.0,,,,,,60.0,,,,,,,,78.0,,,,,,,,,,,,,93.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,82.0,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,61.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26710,
103082,,Pumpkin Night,RELEASING,2016-10-20,167.0,139.0,227.0,303.0,498,702,862,672,525,431,6797,7166,1429,1917,1313,571,ORIGINAL,,JP,20.0,,86.0,79.0,,,,2.0,4.0,,,1.0,,,,50.0,,,,,,,,,,1.0,,,,,,20.0,74.0,,,,,,,,,,94.0,,,,,,1.0,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,64.0,,,78.0,,,,,,,,,,,,,,,,,,,,,,,60.0,1.0,,,,,,,88.0,,,,97.0,,,,,,,,,,,,,,,,,,,80.0,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24399,
30584,Future Diary,Mirai Nikki,FINISHED,2006-01-26,169.0,187.0,285.0,397.0,595,949,1562,1722,1191,767,1129,5498,10695,757,610,366,ORIGINAL,,JP,,,,,,30.0,2010-12-25,2.0,23.0,7.0,1.0,,1.0,,,70.0,,,90.0,,,,3.0,2.0,1.0,5.0,,,,,,,,,,,,,,,,,53.0,,,,30.0,,1.0,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,97.0,,,56.0,,,,,,,,,,,60.0,,,,,65.0,,,60.0,,,,,1.0,,,,,,,,,,,,,,,,,66.0,,,,40.0,,,50.0,,,,,,,,,,,,,,,,,1.0,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20479,22273.0
